combination_index;similarity_score
1024;0.704545454545454
1025;0.704545454545454
1026;0.704545454545454
1027;0.704545454545454
1028;0.704545454545454
1029;0.704545454545454
1030;0.704545454545454
1031;0.704545454545454
1032;0.727272727272727
1033;0.727272727272727
1034;0.727272727272727
1035;0.727272727272727
1036;0.727272727272727
1037;0.727272727272727
1038;0.727272727272727
1039;0.727272727272727
1040;0.75
1041;0.75
1042;0.75
1043;0.75
1044;0.75
1045;0.75
1046;0.75
1047;0.75
1048;0.772727272727272
1049;0.772727272727272
1050;0.772727272727272
1051;0.772727272727272
1052;0.772727272727272
1053;0.772727272727272
1054;0.772727272727272
1055;0.772727272727272
1072;0.636363636363636
1073;0.636363636363636
1074;0.636363636363636
1075;0.636363636363636
1076;0.636363636363636
1077;0.636363636363636
1078;0.636363636363636
1079;0.636363636363636
1080;0.659090909090909
1081;0.659090909090909
1082;0.659090909090909
1083;0.659090909090909
1084;0.659090909090909
1085;0.659090909090909
1086;0.659090909090909
1087;0.659090909090909
1088;0.704545454545454
1089;0.704545454545454
1090;0.704545454545454
1091;0.704545454545454
1092;0.704545454545454
1093;0.704545454545454
1094;0.704545454545454
1095;0.704545454545454
1096;0.727272727272727
1097;0.727272727272727
1098;0.727272727272727
1099;0.727272727272727
1100;0.727272727272727
1101;0.727272727272727
1102;0.727272727272727
1103;0.727272727272727
1104;0.75
1105;0.75
1106;0.75
1107;0.75
1108;0.75
1109;0.75
1110;0.75
1111;0.75
1112;0.772727272727272
1113;0.772727272727272
1114;0.772727272727272
1115;0.772727272727272
1116;0.772727272727272
1117;0.772727272727272
1118;0.772727272727272
1119;0.772727272727272
1136;0.636363636363636
1137;0.636363636363636
1138;0.636363636363636
1139;0.636363636363636
1140;0.636363636363636
1141;0.636363636363636
1142;0.636363636363636
1143;0.636363636363636
1144;0.659090909090909
1145;0.659090909090909
1146;0.659090909090909
1147;0.659090909090909
1148;0.659090909090909
1149;0.659090909090909
1150;0.659090909090909
1151;0.659090909090909
1152;0.727272727272727
1153;0.727272727272727
1154;0.727272727272727
1155;0.727272727272727
1156;0.727272727272727
1157;0.727272727272727
1158;0.727272727272727
1159;0.727272727272727
1160;0.75
1161;0.75
1162;0.75
1163;0.75
1164;0.75
1165;0.75
1166;0.75
1167;0.75
1168;0.772727272727272
1169;0.772727272727272
1170;0.772727272727272
1171;0.772727272727272
1172;0.772727272727272
1173;0.772727272727272
1174;0.772727272727272
1175;0.772727272727272
1176;0.795454545454545
1177;0.795454545454545
1178;0.795454545454545
1179;0.795454545454545
1180;0.795454545454545
1181;0.795454545454545
1182;0.795454545454545
1183;0.795454545454545
1184;0.613636363636363
1185;0.613636363636363
1186;0.613636363636363
1187;0.613636363636363
1188;0.613636363636363
1189;0.613636363636363
1190;0.613636363636363
1191;0.613636363636363
1192;0.636363636363636
1193;0.636363636363636
1194;0.636363636363636
1195;0.636363636363636
1196;0.636363636363636
1197;0.636363636363636
1198;0.636363636363636
1199;0.636363636363636
1200;0.659090909090909
1201;0.659090909090909
1202;0.659090909090909
1203;0.659090909090909
1204;0.659090909090909
1205;0.659090909090909
1206;0.659090909090909
1207;0.659090909090909
1208;0.681818181818181
1209;0.681818181818181
1210;0.681818181818181
1211;0.681818181818181
1212;0.681818181818181
1213;0.681818181818181
1214;0.681818181818181
1215;0.681818181818181
1216;0.727272727272727
1217;0.727272727272727
1218;0.727272727272727
1219;0.727272727272727
1220;0.727272727272727
1221;0.727272727272727
1222;0.727272727272727
1223;0.727272727272727
1224;0.75
1225;0.75
1226;0.75
1227;0.75
1228;0.75
1229;0.75
1230;0.75
1231;0.75
1232;0.772727272727272
1233;0.772727272727272
1234;0.772727272727272
1235;0.772727272727272
1236;0.772727272727272
1237;0.772727272727272
1238;0.772727272727272
1239;0.772727272727272
1240;0.795454545454545
1241;0.795454545454545
1242;0.795454545454545
1243;0.795454545454545
1244;0.795454545454545
1245;0.795454545454545
1246;0.795454545454545
1247;0.795454545454545
1248;0.613636363636363
1249;0.613636363636363
1250;0.613636363636363
1251;0.613636363636363
1252;0.613636363636363
1253;0.613636363636363
1254;0.613636363636363
1255;0.613636363636363
1256;0.636363636363636
1257;0.636363636363636
1258;0.636363636363636
1259;0.636363636363636
1260;0.636363636363636
1261;0.636363636363636
1262;0.636363636363636
1263;0.636363636363636
1264;0.659090909090909
1265;0.659090909090909
1266;0.659090909090909
1267;0.659090909090909
1268;0.659090909090909
1269;0.659090909090909
1270;0.659090909090909
1271;0.659090909090909
1272;0.681818181818181
1273;0.681818181818181
1274;0.681818181818181
1275;0.681818181818181
1276;0.681818181818181
1277;0.681818181818181
1278;0.681818181818181
1279;0.681818181818181
1280;0.704545454545454
1281;0.704545454545454
1282;0.704545454545454
1283;0.704545454545454
1284;0.704545454545454
1285;0.704545454545454
1286;0.704545454545454
1287;0.704545454545454
1288;0.727272727272727
1289;0.727272727272727
1290;0.727272727272727
1291;0.727272727272727
1292;0.727272727272727
1293;0.727272727272727
1294;0.727272727272727
1295;0.727272727272727
1296;0.75
1297;0.75
1298;0.75
1299;0.75
1300;0.75
1301;0.75
1302;0.75
1303;0.75
1304;0.772727272727272
1305;0.772727272727272
1306;0.772727272727272
1307;0.772727272727272
1308;0.772727272727272
1309;0.772727272727272
1310;0.772727272727272
1311;0.772727272727272
1320;0.613636363636363
1321;0.613636363636363
1322;0.613636363636363
1323;0.613636363636363
1324;0.613636363636363
1325;0.613636363636363
1326;0.613636363636363
1327;0.613636363636363
1328;0.636363636363636
1329;0.636363636363636
1330;0.636363636363636
1331;0.636363636363636
1332;0.636363636363636
1333;0.636363636363636
1334;0.636363636363636
1335;0.636363636363636
1336;0.659090909090909
1337;0.659090909090909
1338;0.659090909090909
1339;0.659090909090909
1340;0.659090909090909
1341;0.659090909090909
1342;0.659090909090909
1343;0.659090909090909
1344;0.704545454545454
1345;0.704545454545454
1346;0.704545454545454
1347;0.704545454545454
1348;0.704545454545454
1349;0.704545454545454
1350;0.704545454545454
1351;0.704545454545454
1352;0.727272727272727
1353;0.727272727272727
1354;0.727272727272727
1355;0.727272727272727
1356;0.727272727272727
1357;0.727272727272727
1358;0.727272727272727
1359;0.727272727272727
1360;0.75
1361;0.75
1362;0.75
1363;0.75
1364;0.75
1365;0.75
1366;0.75
1367;0.75
1368;0.772727272727272
1369;0.772727272727272
1370;0.772727272727272
1371;0.772727272727272
1372;0.772727272727272
1373;0.772727272727272
1374;0.772727272727272
1375;0.772727272727272
1384;0.613636363636363
1385;0.613636363636363
1386;0.613636363636363
1387;0.613636363636363
1388;0.613636363636363
1389;0.613636363636363
1390;0.613636363636363
1391;0.613636363636363
1392;0.636363636363636
1393;0.636363636363636
1394;0.636363636363636
1395;0.636363636363636
1396;0.636363636363636
1397;0.636363636363636
1398;0.636363636363636
1399;0.636363636363636
1400;0.659090909090909
1401;0.659090909090909
1402;0.659090909090909
1403;0.659090909090909
1404;0.659090909090909
1405;0.659090909090909
1406;0.659090909090909
1407;0.659090909090909
1408;0.727272727272727
1409;0.727272727272727
1410;0.727272727272727
1411;0.727272727272727
1412;0.727272727272727
1413;0.727272727272727
1414;0.727272727272727
1415;0.727272727272727
1416;0.75
1417;0.75
1418;0.75
1419;0.75
1420;0.75
1421;0.75
1422;0.75
1423;0.75
1424;0.772727272727272
1425;0.772727272727272
1426;0.772727272727272
1427;0.772727272727272
1428;0.772727272727272
1429;0.772727272727272
1430;0.772727272727272
1431;0.772727272727272
1432;0.795454545454545
1433;0.795454545454545
1434;0.795454545454545
1435;0.795454545454545
1436;0.795454545454545
1437;0.795454545454545
1438;0.795454545454545
1439;0.795454545454545
1440;0.613636363636363
1441;0.613636363636363
1442;0.613636363636363
1443;0.613636363636363
1444;0.613636363636363
1445;0.613636363636363
1446;0.613636363636363
1447;0.613636363636363
1448;0.636363636363636
1449;0.636363636363636
1450;0.636363636363636
1451;0.636363636363636
1452;0.636363636363636
1453;0.636363636363636
1454;0.636363636363636
1455;0.636363636363636
1456;0.659090909090909
1457;0.659090909090909
1458;0.659090909090909
1459;0.659090909090909
1460;0.659090909090909
1461;0.659090909090909
1462;0.659090909090909
1463;0.659090909090909
1464;0.681818181818181
1465;0.681818181818181
1466;0.681818181818181
1467;0.681818181818181
1468;0.681818181818181
1469;0.681818181818181
1470;0.681818181818181
1471;0.681818181818181
1472;0.727272727272727
1473;0.727272727272727
1474;0.727272727272727
1475;0.727272727272727
1476;0.727272727272727
1477;0.727272727272727
1478;0.727272727272727
1479;0.727272727272727
1480;0.75
1481;0.75
1482;0.75
1483;0.75
1484;0.75
1485;0.75
1486;0.75
1487;0.75
1488;0.772727272727272
1489;0.772727272727272
1490;0.772727272727272
1491;0.772727272727272
1492;0.772727272727272
1493;0.772727272727272
1494;0.772727272727272
1495;0.772727272727272
1496;0.795454545454545
1497;0.795454545454545
1498;0.795454545454545
1499;0.795454545454545
1500;0.795454545454545
1501;0.795454545454545
1502;0.795454545454545
1503;0.795454545454545
1504;0.613636363636363
1505;0.613636363636363
1506;0.613636363636363
1507;0.613636363636363
1508;0.613636363636363
1509;0.613636363636363
1510;0.613636363636363
1511;0.613636363636363
1512;0.636363636363636
1513;0.636363636363636
1514;0.636363636363636
1515;0.636363636363636
1516;0.636363636363636
1517;0.636363636363636
1518;0.636363636363636
1519;0.636363636363636
1520;0.659090909090909
1521;0.659090909090909
1522;0.659090909090909
1523;0.659090909090909
1524;0.659090909090909
1525;0.659090909090909
1526;0.659090909090909
1527;0.659090909090909
1528;0.681818181818181
1529;0.681818181818181
1530;0.681818181818181
1531;0.681818181818181
1532;0.681818181818181
1533;0.681818181818181
1534;0.681818181818181
1535;0.681818181818181
1536;0.704545454545454
1537;0.704545454545454
1538;0.704545454545454
1539;0.704545454545454
1540;0.704545454545454
1541;0.704545454545454
1542;0.704545454545454
1543;0.704545454545454
1544;0.727272727272727
1545;0.727272727272727
1546;0.727272727272727
1547;0.727272727272727
1548;0.727272727272727
1549;0.727272727272727
1550;0.727272727272727
1551;0.727272727272727
1552;0.75
1553;0.75
1554;0.75
1555;0.75
1556;0.75
1557;0.75
1558;0.75
1559;0.75
1560;0.772727272727272
1561;0.772727272727272
1562;0.772727272727272
1563;0.772727272727272
1564;0.772727272727272
1565;0.772727272727272
1566;0.772727272727272
1567;0.772727272727272
1584;0.636363636363636
1585;0.636363636363636
1586;0.636363636363636
1587;0.636363636363636
1588;0.636363636363636
1589;0.636363636363636
1590;0.636363636363636
1591;0.636363636363636
1592;0.659090909090909
1593;0.659090909090909
1594;0.659090909090909
1595;0.659090909090909
1596;0.659090909090909
1597;0.659090909090909
1598;0.659090909090909
1599;0.659090909090909
1600;0.704545454545454
1601;0.704545454545454
1602;0.704545454545454
1603;0.704545454545454
1604;0.704545454545454
1605;0.704545454545454
1606;0.704545454545454
1607;0.704545454545454
1608;0.727272727272727
1609;0.727272727272727
1610;0.727272727272727
1611;0.727272727272727
1612;0.727272727272727
1613;0.727272727272727
1614;0.727272727272727
1615;0.727272727272727
1616;0.75
1617;0.75
1618;0.75
1619;0.75
1620;0.75
1621;0.75
1622;0.75
1623;0.75
1624;0.772727272727272
1625;0.772727272727272
1626;0.772727272727272
1627;0.772727272727272
1628;0.772727272727272
1629;0.772727272727272
1630;0.772727272727272
1631;0.772727272727272
1648;0.636363636363636
1649;0.636363636363636
1650;0.636363636363636
1651;0.636363636363636
1652;0.636363636363636
1653;0.636363636363636
1654;0.636363636363636
1655;0.636363636363636
1656;0.659090909090909
1657;0.659090909090909
1658;0.659090909090909
1659;0.659090909090909
1660;0.659090909090909
1661;0.659090909090909
1662;0.659090909090909
1663;0.659090909090909
1664;0.727272727272727
1665;0.727272727272727
1666;0.727272727272727
1667;0.727272727272727
1668;0.727272727272727
1669;0.727272727272727
1670;0.727272727272727
1671;0.727272727272727
1672;0.75
1673;0.75
1674;0.75
1675;0.75
1676;0.75
1677;0.75
1678;0.75
1679;0.75
1680;0.772727272727272
1681;0.772727272727272
1682;0.772727272727272
1683;0.772727272727272
1684;0.772727272727272
1685;0.772727272727272
1686;0.772727272727272
1687;0.772727272727272
1688;0.795454545454545
1689;0.795454545454545
1690;0.795454545454545
1691;0.795454545454545
1692;0.795454545454545
1693;0.795454545454545
1694;0.795454545454545
1695;0.795454545454545
1696;0.613636363636363
1697;0.613636363636363
1698;0.613636363636363
1699;0.613636363636363
1700;0.613636363636363
1701;0.613636363636363
1702;0.613636363636363
1703;0.613636363636363
1704;0.636363636363636
1705;0.636363636363636
1706;0.636363636363636
1707;0.636363636363636
1708;0.636363636363636
1709;0.636363636363636
1710;0.636363636363636
1711;0.636363636363636
1712;0.659090909090909
1713;0.659090909090909
1714;0.659090909090909
1715;0.659090909090909
1716;0.659090909090909
1717;0.659090909090909
1718;0.659090909090909
1719;0.659090909090909
1720;0.681818181818181
1721;0.681818181818181
1722;0.681818181818181
1723;0.681818181818181
1724;0.681818181818181
1725;0.681818181818181
1726;0.681818181818181
1727;0.681818181818181
1728;0.727272727272727
1729;0.727272727272727
1730;0.727272727272727
1731;0.727272727272727
1732;0.727272727272727
1733;0.727272727272727
1734;0.727272727272727
1735;0.727272727272727
1736;0.75
1737;0.75
1738;0.75
1739;0.75
1740;0.75
1741;0.75
1742;0.75
1743;0.75
1744;0.772727272727272
1745;0.772727272727272
1746;0.772727272727272
1747;0.772727272727272
1748;0.772727272727272
1749;0.772727272727272
1750;0.772727272727272
1751;0.772727272727272
1752;0.795454545454545
1753;0.795454545454545
1754;0.795454545454545
1755;0.795454545454545
1756;0.795454545454545
1757;0.795454545454545
1758;0.795454545454545
1759;0.795454545454545
1760;0.613636363636363
1761;0.613636363636363
1762;0.613636363636363
1763;0.613636363636363
1764;0.613636363636363
1765;0.613636363636363
1766;0.613636363636363
1767;0.613636363636363
1768;0.636363636363636
1769;0.636363636363636
1770;0.636363636363636
1771;0.636363636363636
1772;0.636363636363636
1773;0.636363636363636
1774;0.636363636363636
1775;0.636363636363636
1776;0.659090909090909
1777;0.659090909090909
1778;0.659090909090909
1779;0.659090909090909
1780;0.659090909090909
1781;0.659090909090909
1782;0.659090909090909
1783;0.659090909090909
1784;0.681818181818181
1785;0.681818181818181
1786;0.681818181818181
1787;0.681818181818181
1788;0.681818181818181
1789;0.681818181818181
1790;0.681818181818181
1791;0.681818181818181
1792;0.704545454545454
1793;0.704545454545454
1794;0.704545454545454
1795;0.704545454545454
1796;0.704545454545454
1797;0.704545454545454
1798;0.704545454545454
1799;0.704545454545454
1800;0.727272727272727
1801;0.727272727272727
1802;0.727272727272727
1803;0.727272727272727
1804;0.727272727272727
1805;0.727272727272727
1806;0.727272727272727
1807;0.727272727272727
1808;0.75
1809;0.75
1810;0.75
1811;0.75
1812;0.75
1813;0.75
1814;0.75
1815;0.75
1816;0.772727272727272
1817;0.772727272727272
1818;0.772727272727272
1819;0.772727272727272
1820;0.772727272727272
1821;0.772727272727272
1822;0.772727272727272
1823;0.772727272727272
1832;0.613636363636363
1833;0.613636363636363
1834;0.613636363636363
1835;0.613636363636363
1836;0.613636363636363
1837;0.613636363636363
1838;0.613636363636363
1839;0.613636363636363
1840;0.636363636363636
1841;0.636363636363636
1842;0.636363636363636
1843;0.636363636363636
1844;0.636363636363636
1845;0.636363636363636
1846;0.636363636363636
1847;0.636363636363636
1848;0.659090909090909
1849;0.659090909090909
1850;0.659090909090909
1851;0.659090909090909
1852;0.659090909090909
1853;0.659090909090909
1854;0.659090909090909
1855;0.659090909090909
1856;0.704545454545454
1857;0.704545454545454
1858;0.704545454545454
1859;0.704545454545454
1860;0.704545454545454
1861;0.704545454545454
1862;0.704545454545454
1863;0.704545454545454
1864;0.727272727272727
1865;0.727272727272727
1866;0.727272727272727
1867;0.727272727272727
1868;0.727272727272727
1869;0.727272727272727
1870;0.727272727272727
1871;0.727272727272727
1872;0.75
1873;0.75
1874;0.75
1875;0.75
1876;0.75
1877;0.75
1878;0.75
1879;0.75
1880;0.772727272727272
1881;0.772727272727272
1882;0.772727272727272
1883;0.772727272727272
1884;0.772727272727272
1885;0.772727272727272
1886;0.772727272727272
1887;0.772727272727272
1896;0.613636363636363
1897;0.613636363636363
1898;0.613636363636363
1899;0.613636363636363
1900;0.613636363636363
1901;0.613636363636363
1902;0.613636363636363
1903;0.613636363636363
1904;0.636363636363636
1905;0.636363636363636
1906;0.636363636363636
1907;0.636363636363636
1908;0.636363636363636
1909;0.636363636363636
1910;0.636363636363636
1911;0.636363636363636
1912;0.659090909090909
1913;0.659090909090909
1914;0.659090909090909
1915;0.659090909090909
1916;0.659090909090909
1917;0.659090909090909
1918;0.659090909090909
1919;0.659090909090909
1920;0.727272727272727
1921;0.727272727272727
1922;0.727272727272727
1923;0.727272727272727
1924;0.727272727272727
1925;0.727272727272727
1926;0.727272727272727
1927;0.727272727272727
1928;0.75
1929;0.75
1930;0.75
1931;0.75
1932;0.75
1933;0.75
1934;0.75
1935;0.75
1936;0.772727272727272
1937;0.772727272727272
1938;0.772727272727272
1939;0.772727272727272
1940;0.772727272727272
1941;0.772727272727272
1942;0.772727272727272
1943;0.772727272727272
1944;0.795454545454545
1945;0.795454545454545
1946;0.795454545454545
1947;0.795454545454545
1948;0.795454545454545
1949;0.795454545454545
1950;0.795454545454545
1951;0.795454545454545
1952;0.613636363636363
1953;0.613636363636363
1954;0.613636363636363
1955;0.613636363636363
1956;0.613636363636363
1957;0.613636363636363
1958;0.613636363636363
1959;0.613636363636363
1960;0.636363636363636
1961;0.636363636363636
1962;0.636363636363636
1963;0.636363636363636
1964;0.636363636363636
1965;0.636363636363636
1966;0.636363636363636
1967;0.636363636363636
1968;0.659090909090909
1969;0.659090909090909
1970;0.659090909090909
1971;0.659090909090909
1972;0.659090909090909
1973;0.659090909090909
1974;0.659090909090909
1975;0.659090909090909
1976;0.681818181818181
1977;0.681818181818181
1978;0.681818181818181
1979;0.681818181818181
1980;0.681818181818181
1981;0.681818181818181
1982;0.681818181818181
1983;0.681818181818181
1984;0.727272727272727
1985;0.727272727272727
1986;0.727272727272727
1987;0.727272727272727
1988;0.727272727272727
1989;0.727272727272727
1990;0.727272727272727
1991;0.727272727272727
1992;0.75
1993;0.75
1994;0.75
1995;0.75
1996;0.75
1997;0.75
1998;0.75
1999;0.75
2000;0.772727272727272
2001;0.772727272727272
2002;0.772727272727272
2003;0.772727272727272
2004;0.772727272727272
2005;0.772727272727272
2006;0.772727272727272
2007;0.772727272727272
2008;0.795454545454545
2009;0.795454545454545
2010;0.795454545454545
2011;0.795454545454545
2012;0.795454545454545
2013;0.795454545454545
2014;0.795454545454545
2015;0.795454545454545
2016;0.613636363636363
2017;0.613636363636363
2018;0.613636363636363
2019;0.613636363636363
2020;0.613636363636363
2021;0.613636363636363
2022;0.613636363636363
2023;0.613636363636363
2024;0.636363636363636
2025;0.636363636363636
2026;0.636363636363636
2027;0.636363636363636
2028;0.636363636363636
2029;0.636363636363636
2030;0.636363636363636
2031;0.636363636363636
2032;0.659090909090909
