NFKBIA_RELA_NFKB1_complex_M1_macrophage___Cytoplasm;1
NFKBIA_RELA_NFKB1_complex_M2_macrophage__cytoplasm;1
notch3;1
PDCD1;1
PDE4B;1
PDIA3_HLA_A_B2M_complex;1
PI4_5_P__2_simple_molecule;1
PIP2_simple_molecule;1
PLXNB1;1
PP4;1
Prkcd_M1_macrophage___Cytoplasm;1
PRKCQ_M1_macrophage___Cytoplasm;1
PRKG1_Fibroblast___Cytoplasm;1
PRKG1_M1_macrophage___Cytoplasm;1
RELA_NFKB1_NFKBIE_complex_Fibroblast___Cytoplasm;1
RELA_NFKB1_NFKBIE_complex_M1_macrophage___Cytoplasm;1
RELA_NFKB1_NFKBIE_complex_M2_macrophage__cytoplasm;1
RIPK1;1
sema3A;1
SEMA4A_TH1___secreted_components;1
SH2D1A_M2_macrophage__cytoplasm;1
SMAD7_M1_macrophage___Cytoplasm;1
SMAD7_M2_macrophage__cytoplasm;1
STAT2_Fibroblast___Cytoplasm;1
STAT2_M1_macrophage___Cytoplasm;1
TAB1;1
TAB1_TAB2_complex;1
TAK1;1
TCF_LEF_Fibroblast___nucleus;1
TCF_LEF_M2_macrophage_nucleus;1
TCR_CD3_complex;1
TGFb1;1
TGFB1_M2_macrophage__secreted_components;1
TGFB1_TH1___secreted_components;1
TGFBR1_TGFBR2_complex;1
TIRAP;1
TLR1_TLR2_complex;1
TLR2_TLR6_complex;1
TLR5_Fibroblast__Cytoplasmic_membrane_up;1
TLR7_TLR8_ssRNA_complex;1
TNFSF4;1
TP53_phosphorylated;1
TSG6;1
TXK;1
WNT5A;1
WNT5B_gene;1
YY1;1
HSPA5;1
IL1RN_rna;1
MAML1;1
rbpj;1
SKIP;1
snw1;1
VegfR1;1
CD84_TH1___cytoplasmic_membrane_up;1
Hif1b;1
NOTCH1;1
PLXNA1;1
PLXNB1_MET_complex;1
PLXNB2_MET_complex;1
BTK_rna;1
vegfa;1
RDX;1
APAF1;
ASC_M2_macrophage__cytoplasm;
CASP9_Fibroblast___Cytoplasm;
DOCK2;
ECSIT;
gamma_secretase_complex;
GSK3b_APC_AXIN1_CTNNB1_CK1A_complex;
IKK1_phosphorylated_Fibroblast___Cytoplasm;
IKK1_phosphorylated_M1_macrophage___Cytoplasm;
IKK1_phosphorylated_M2_macrophage__cytoplasm;
IKKE_TBK1_complex;
MAP3K2_3_4;
MAPK3_complex;
MEKK1_M1_macrophage___Cytoplasm;
MIR338_5P_rna;
POU2F1;
PTEN;
PTPN6_Fibroblast___Cytoplasm;
SH2D1A_Fibroblast___Cytoplasm;
TRAF3_TH1___cytoplasm;
UEV1A_UBC13_complex;
